#n        #time_in_micro        #compares

1000        26        0
1050        22.3333        0
1102        23.6667        0
1157        25        0
1214        26.3333        0
1274        27.3333        0
1337        29        0
1403        30.3333        0
1473        31.6667        0
1546        41        0
1623        35        0
1704        37        0
1789        38.6667        0
1878        40.6667        0
1971        42.3333        0
2069        44.6667        0
2172        46.6667        0
2280        49        0
2394        51.6667        0
2513        67.6667        0
2638        56.6667        0
2769        59.3333        0
2907        62.6667        0
3052        65.3333        0
3204        68.6667        0
3364        91.3333        0
3532        76.3333        0
3708        80        0
3893        84        0
4087        109.667        0
4291        92.3333        0
4505        97        0
4730        102        0
4966        107        0
5214        112        0
5474        117.667        0
5747        124        0
6034        130.667        0
6335        281        0
6651        171.333        0
6983        189        0
7332        159        0
7698        167.333        0
8082        175.667        0
8486        184.667        0
8910        194.333        0
9355        205        0
9822        214        0
10313        225.333        0
10828        236.333        0
11369        258.333        0
11937        262.333        0
12533        274        0
13159        288.333        0
13816        302.667        0
14506        318        0
15231        417.667        0
15992        351        0
16791        374        0
17630        403        0
18511        407.333        0
19436        427        0
20407        449.667        0
21427        471.333        0
22498        495.667        0
23622        520        0
24803        547        0
26043        574.333        0
27345        605        0
28712        634        0
30147        763        0
31654        704        0
33236        738        0
34897        776.667        0
36641        816.333        0
38473        862.333        0
40396        1173.67        0
42415        979        0
44535        1212.33        0
46761        1244.33        0
49099        1380.67        0
51553        1503        0
54130        1738.67        0
56836        1843        0
59677        2102.33        0
62660        2286.33        0
65793        2447        0
69082        3014.33        0
72536        2818        0
76162        3430.67        0
79970        3619        0
83968        4032        0
88166        4322        0
92574        4577.33        0
97202        4944.67        0
102062        5565.67        0
107165        6196.67        0
112523        6335.33        0
118149        6872.33        0
124056        7268.33        0
130258        8030        0
136770        8854.67        0
143608        9499.33        0
150788        10089        0
158327        10695        0
166243        11481.3        0
174555        12178.3        0
183282        12947.7        0
192446        13491.7        0
202068        14444        0
212171        15331        0
222779        16564.7        0
233917        17374        0
245612        18335.7        0
257892        19440        0
270786        20539.3        0
284325        21989.7        0
298541        23023.7        0
313468        24554.7        0
329141        25850.7        0
345598        28148        0
362877        30427        0
381020        33358        0
400071        40831.7        0
420074        35830        0
441077        37037.7        0
463130        38546        0
486286        43521.3        0
510600        42834.7        0
536130        45314.3        0
562936        47016        0
591082        49458        0
620636        53515        0
651667        57030.3        0
684250        62212.7        0
718462        63921.7        0
754385        67044.3        0
792104        69759.7        0
831709        72357        0
873294        77432.3        0
916958        79793.7        0
962805        84184        0
