#n        #time_in_micro        

1000        410
1142        473
1305        549
1491        642
1704        747
1947        886
2225        1015
2542        1183
2905        1378
3320        1603
3794        1863
4336        2151
4955        2505
5662        2932
6470        3451
7394        4044
8450        4743
9657        5568
