#n        #time_in_micro        #compares

1000        188.667        2
1050        211.333        2
1102        193.333        2
1157        155.667        2
1214        169.667        2
1274        136.667        2
1337        136        2
1403        132.333        2
1473        131        2
1546        130.667        2
1623        125.667        2
1704        124.667        2
1789        150.333        2
1878        125.333        2
1971        127.333        2
2069        126.333        2
2172        127.667        2
2280        127.333        2
2394        129.333        2
2513        128.333        2
2638        138.667        2
2769        130.667        2
2907        135.333        2
3052        162        2
3204        140.667        2
3364        144.333        2
3532        179        2
3708        164        2
3893        172.333        2
4087        173.667        2
4291        181        2
4505        236.333        2
4730        201.667        2
4966        211.667        2
5214        225        2
5474        239        2
5747        245.333        2
6034        261        2
6335        277.333        2
6651        281.333        2
6983        311.333        2
7332        327.333        2
7698        328.333        2
8082        353.667        2
8486        381        2
8910        398.667        2
9355        404.333        2
9822        504.667        2
10313        458.333        2
10828        471.333        2
11369        494.667        2
11937        539.667        2
12533        547.667        2
13159        561        2
13816        612.333        2
14506        627.667        2
15231        699.333        2
15992        717        2
16791        746.333        2
17630        750.333        2
18511        866.333        2
19436        850        2
20407        884        2
21427        933.667        2
22498        969.667        2
23622        1030        2
24803        1087        2
26043        1122        2
27345        1162.67        2
28712        1232.67        2
30147        1335.33        2
31654        1390.33        2
33236        1437.33        2
34897        1515.67        2
36641        1616        2
38473        2006.33        2
40396        1824        2
42415        1835.33        2
44535        1970.67        2
46761        2458.33        2
49099        2219        2
51553        2311        2
54130        2402.33        2
56836        2523.67        2
59677        2586        2
62660        2716.33        2
65793        2891.33        2
69082        3048        2
72536        3242.67        2
76162        3395.67        2
79970        3616.33        2
83968        3749.33        2
88166        3880.67        2
92574        4166        2
97202        4328.33        2
