#n        #time_in_micro        

1000        105
1142        118
1305        135
1491        156
1704        179
1947        207
2225        235
2542        270
2905        294
3320        340
3794        396
4336        476
4955        583
5662        666
6470        766
7394        841
8450        958
9657        1099
