#n        #time_in_micro        

1000        151
1100        168
1210        183
1331        201
1464        223
1610        243
1771        269
1948        298
2142        326
2356        359
2591        403
2850        443
3135        486
3448        535
3792        596
4171        658
4588        730
5046        806
5550        901
6105        995
6715        1110
7386        1228
8124        1364
8936        1513
9829        1691
10811        1869
11892        2081
13081        2315
14389        2564
15827        2843
17409        3161
19149        3493
21063        3874
23169        4301
25485        4754
28033        5271
30836        5834
33919        6443
37310        7175
41041        8016
45145        9012
49659        10234
54624        12110
60086        13834
66094        15836
72703        17870
79973        25310
87970        24170
96767        27726
106443        31889
117087        36720
128795        42471
141674        48941
155841        55845
171425        64216
188567        73065
207423        83612
228165        94633
250981        107242
276079        121375
303686        137081
334054        151466
367459        170276
404204        191194
444624        211164
489086        235920
537994        263009
591793        289909
650972        325309
716069        369206
787675        429894
866442        470614
953086        519738
