#n        #time_in_micro        

1000        164
1100        178
1210        195
1331        215
1464        237
1610        261
1771        286
1948        314
2142        346
2356        380
2591        419
2850        460
3135        505
3448        556
3792        611
4171        672
4588        739
5046        812
5550        896
6105        985
6715        1085
7386        1191
8124        1314
8936        1495
9829        1647
10811        1811
11892        1997
13081        2192
14389        2412
15827        2653
17409        2919
19149        3211
21063        3533
23169        3888
25485        4272
28033        4712
30836        5192
33919        5690
37310        6262
41041        6900
45145        7620
49659        8534
54624        9523
60086        10525
66094        12633
72703        14104
79973        15667
87970        17034
96767        18239
106443        20995
117087        23101
128795        28051
141674        30155
155841        33642
171425        37169
188567        42387
207423        44726
228165        49731
250981        54532
276079        59366
303686        67684
334054        77250
367459        86174
404204        112468
444624        102263
489086        109233
537994        127492
591793        150073
650972        160470
716069        172235
787675        185171
866442        199556
953086        226050
