#n        #time_in_micro        

1000        146
1100        163
1210        184
1331        218
1464        233
1610        263
1771        299
1948        340
2142        374
2356        427
2591        466
2850        525
3135        590
3448        669
3792        749
4171        822
4588        932
5046        1046
5550        1178
6105        1344
6715        1567
7386        1750
8124        1970
8936        2214
9829        2581
10811        2941
11892        3253
13081        3670
14389        4201
15827        4636
17409        5325
19149        6066
21063        6775
23169        7624
25485        8429
28033        9535
30836        11091
33919        12031
37310        13450
41041        15454
45145        18046
49659        20685
54624        24095
60086        27785
66094        32169
72703        37554
79973        43717
87970        49928
96767        60745
106443        51828
117087        60293
128795        69232
141674        80652
155841        94211
171425        108667
188567        124539
207423        145588
228165        157156
250981        184686
276079        219352
303686        260714
334054        294073
367459        342809
404204        413512
444624        459792
489086        528613
537994        598118
591793        668957
650972        742059
716069        835535
787675        951787
866442        1091707
953086        1214709
