#n        #time_in_micro        

1000        72
1100        79
1210        87
1331        98
1464        114
1610        118
1771        129
1948        143
2142        169
2356        172
2591        191
2850        211
3135        232
3448        253
3792        277
4171        305
4588        335
5046        372
5550        408
6105        448
6715        495
7386        544
8124        600
8936        671
9829        739
10811        1676
11892        887
13081        974
14389        1078
15827        1575
17409        1416
19149        1555
21063        1707
23169        2192
25485        2070
28033        2814
30836        2530
33919        2776
37310        3055
41041        3419
45145        3810
49659        4500
54624        4778
60086        5906
66094        6442
72703        7635
79973        8296
87970        10116
96767        10613
106443        12273
117087        13917
128795        15845
141674        17917
155841        19650
171425        21992
188567        24603
207423        28753
228165        29961
250981        33480
276079        37141
303686        41389
334054        46301
367459        53298
404204        57630
444624        62376
489086        69099
537994        74830
591793        84764
650972        91429
716069        109815
787675        122912
866442        132229
953086        142492
